Code,Description,ChapterID,SectionID
M99.69,Osseous and subluxation stenosis of intervertebral foramina of abdomen and other regions,13,M99
M99.7,Connective tissue and disc stenosis of intervertebral foramina,13,M99
M99.70,Connective tissue and disc stenosis of intervertebral foramina of head region,13,M99
M99.71,Connective tissue and disc stenosis of intervertebral foramina of cervical region,13,M99
M99.72,Connective tissue and disc stenosis of intervertebral foramina of thoracic region,13,M99
M99.73,Connective tissue and disc stenosis of intervertebral foramina of lumbar region,13,M99
M99.74,Connective tissue and disc stenosis of intervertebral foramina of sacral region,13,M99
M99.75,Connective tissue and disc stenosis of intervertebral foramina of pelvic region,13,M99
M99.76,Connective tissue and disc stenosis of intervertebral foramina of lower extremity,13,M99
M99.77,Connective tissue and disc stenosis of intervertebral foramina of upper extremity,13,M99
M99.78,Connective tissue and disc stenosis of intervertebral foramina of rib cage,13,M99
M99.79,Connective tissue and disc stenosis of intervertebral foramina of abdomen and other regions,13,M99
M99.8,Other biomechanical lesions,13,M99
M99.80,Other biomechanical lesions of head region,13,M99
M99.81,Other biomechanical lesions of cervical region,13,M99
M99.82,Other biomechanical lesions of thoracic region,13,M99
M99.83,Other biomechanical lesions of lumbar region,13,M99
M99.84,Other biomechanical lesions of sacral region,13,M99
M99.85,Other biomechanical lesions of pelvic region,13,M99
M99.86,Other biomechanical lesions of lower extremity,13,M99
M99.87,Other biomechanical lesions of upper extremity,13,M99
M99.88,Other biomechanical lesions of rib cage,13,M99
M99.89,Other biomechanical lesions of abdomen and other regions,13,M99
M99.9,"Biomechanical lesion, unspecified",13,M99
N00,Acute nephritic syndrome,14,N00-N08
N00.0,Acute nephritic syndrome with minor glomerular abnormality,14,N00-N08
N00.1,Acute nephritic syndrome with focal and segmental glomerular lesions,14,N00-N08
N00.2,Acute nephritic syndrome with diffuse membranous glomerulonephritis,14,N00-N08
N00.3,Acute nephritic syndrome with diffuse mesangial proliferative glomerulonephritis,14,N00-N08
N00.4,Acute nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis,14,N00-N08
N00.5,Acute nephritic syndrome with diffuse mesangiocapillary glomerulonephritis,14,N00-N08
N00.6,Acute nephritic syndrome with dense deposit disease,14,N00-N08
N00.7,Acute nephritic syndrome with diffuse crescentic glomerulonephritis,14,N00-N08
N00.8,Acute nephritic syndrome with other morphologic changes,14,N00-N08
N00.9,Acute nephritic syndrome with unspecified morphologic changes,14,N00-N08
N00.A,Acute nephritic syndrome with C3 glomerulonephritis,14,N00-N08
N01,Rapidly progressive nephritic syndrome,14,N00-N08
N01.0,Rapidly progressive nephritic syndrome with minor glomerular abnormality,14,N00-N08
N01.1,Rapidly progressive nephritic syndrome with focal and segmental glomerular lesions,14,N00-N08
N01.2,Rapidly progressive nephritic syndrome with diffuse membranous glomerulonephritis,14,N00-N08
N01.3,Rapidly progressive nephritic syndrome with diffuse mesangial proliferative glomerulonephritis,14,N00-N08
N01.4,Rapidly progressive nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis,14,N00-N08
N01.5,Rapidly progressive nephritic syndrome with diffuse mesangiocapillary glomerulonephritis,14,N00-N08
N01.6,Rapidly progressive nephritic syndrome with dense deposit disease,14,N00-N08
N01.7,Rapidly progressive nephritic syndrome with diffuse crescentic glomerulonephritis,14,N00-N08
N01.8,Rapidly progressive nephritic syndrome with other morphologic changes,14,N00-N08
N01.9,Rapidly progressive nephritic syndrome with unspecified morphologic changes,14,N00-N08
N01.A,Rapidly progressive nephritic syndrome with C3 glomerulonephritis,14,N00-N08
N02,Recurrent and persistent hematuria,14,N00-N08
N02.0,Recurrent and persistent hematuria with minor glomerular abnormality,14,N00-N08
N02.1,Recurrent and persistent hematuria with focal and segmental glomerular lesions,14,N00-N08
N02.2,Recurrent and persistent hematuria with diffuse membranous glomerulonephritis,14,N00-N08
N02.3,Recurrent and persistent hematuria with diffuse mesangial proliferative glomerulonephritis,14,N00-N08
N02.4,Recurrent and persistent hematuria with diffuse endocapillary proliferative glomerulonephritis,14,N00-N08
N02.5,Recurrent and persistent hematuria with diffuse mesangiocapillary glomerulonephritis,14,N00-N08
N02.6,Recurrent and persistent hematuria with dense deposit disease,14,N00-N08
N02.7,Recurrent and persistent hematuria with diffuse crescentic glomerulonephritis,14,N00-N08
N02.8,Recurrent and persistent hematuria with other morphologic changes,14,N00-N08
N02.9,Recurrent and persistent hematuria with unspecified morphologic changes,14,N00-N08
N02.A,Recurrent and persistent hematuria with C3 glomerulonephritis,14,N00-N08
N02.B,Recurrent and persistent immunoglobulin A nephropathy,14,N00-N08
N02.B1,Recurrent and persistent immunoglobulin A nephropathy with glomerular lesion,14,N00-N08
N02.B2,Recurrent and persistent immunoglobulin A nephropathy with focal and segmental glomerular lesion,14,N00-N08
N02.B3,Recurrent and persistent immunoglobulin A nephropathy with diffuse membranoproliferative glomerulonephritis,14,N00-N08
N02.B4,Recurrent and persistent immunoglobulin A nephropathy with diffuse membranous glomerulonephritis,14,N00-N08
N02.B5,Recurrent and persistent immunoglobulin A nephropathy with diffuse mesangial proliferative glomerulonephritis,14,N00-N08
N02.B6,Recurrent and persistent immunoglobulin A nephropathy with diffuse mesangiocapillary glomerulonephritis,14,N00-N08
N02.B9,Other recurrent and persistent immunoglobulin A nephropathy,14,N00-N08
N03,Chronic nephritic syndrome,14,N00-N08
N03.0,Chronic nephritic syndrome with minor glomerular abnormality,14,N00-N08
N03.1,Chronic nephritic syndrome with focal and segmental glomerular lesions,14,N00-N08
N03.2,Chronic nephritic syndrome with diffuse membranous glomerulonephritis,14,N00-N08
N03.3,Chronic nephritic syndrome with diffuse mesangial proliferative glomerulonephritis,14,N00-N08
N03.4,Chronic nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis,14,N00-N08
N03.5,Chronic nephritic syndrome with diffuse mesangiocapillary glomerulonephritis,14,N00-N08
N03.6,Chronic nephritic syndrome with dense deposit disease,14,N00-N08
N03.7,Chronic nephritic syndrome with diffuse crescentic glomerulonephritis,14,N00-N08
N03.8,Chronic nephritic syndrome with other morphologic changes,14,N00-N08
N03.9,Chronic nephritic syndrome with unspecified morphologic changes,14,N00-N08
N03.A,Chronic nephritic syndrome with C3 glomerulonephritis,14,N00-N08
N04,Nephrotic syndrome,14,N00-N08
N04.0,Nephrotic syndrome with minor glomerular abnormality,14,N00-N08
N04.1,Nephrotic syndrome with focal and segmental glomerular lesions,14,N00-N08
N04.2,Nephrotic syndrome with diffuse membranous glomerulonephritis,14,N00-N08
N04.20,"Nephrotic syndrome with diffuse membranous glomerulonephritis, unspecified",14,N00-N08
N04.21,Primary membranous nephropathy with nephrotic syndrome,14,N00-N08
N04.22,Secondary membranous nephropathy with nephrotic syndrome,14,N00-N08
N04.29,Other nephrotic syndrome with diffuse membranous glomerulonephritis,14,N00-N08
N04.3,Nephrotic syndrome with diffuse mesangial proliferative glomerulonephritis,14,N00-N08
N04.4,Nephrotic syndrome with diffuse endocapillary proliferative glomerulonephritis,14,N00-N08
N04.5,Nephrotic syndrome with diffuse mesangiocapillary glomerulonephritis,14,N00-N08
N04.6,Nephrotic syndrome with dense deposit disease,14,N00-N08
N04.7,Nephrotic syndrome with diffuse crescentic glomerulonephritis,14,N00-N08
N04.8,Nephrotic syndrome with other morphologic changes,14,N00-N08
N04.9,Nephrotic syndrome with unspecified morphologic changes,14,N00-N08
N04.A,Nephrotic syndrome with C3 glomerulonephritis,14,N00-N08
N05,Unspecified nephritic syndrome,14,N00-N08
N05.0,Unspecified nephritic syndrome with minor glomerular abnormality,14,N00-N08
N05.1,Unspecified nephritic syndrome with focal and segmental glomerular lesions,14,N00-N08
N05.2,Unspecified nephritic syndrome with diffuse membranous glomerulonephritis,14,N00-N08
N05.3,Unspecified nephritic syndrome with diffuse mesangial proliferative glomerulonephritis,14,N00-N08
N05.4,Unspecified nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis,14,N00-N08
N05.5,Unspecified nephritic syndrome with diffuse mesangiocapillary glomerulonephritis,14,N00-N08
N05.6,Unspecified nephritic syndrome with dense deposit disease,14,N00-N08
N05.7,Unspecified nephritic syndrome with diffuse crescentic glomerulonephritis,14,N00-N08
N05.8,Unspecified nephritic syndrome with other morphologic changes,14,N00-N08
N05.9,Unspecified nephritic syndrome with unspecified morphologic changes,14,N00-N08
N05.A,Unspecified nephritic syndrome with C3 glomerulonephritis,14,N00-N08
N06,Isolated proteinuria with specified morphological lesion,14,N00-N08
N06.0,Isolated proteinuria with minor glomerular abnormality,14,N00-N08
N06.1,Isolated proteinuria with focal and segmental glomerular lesions,14,N00-N08
N06.2,Isolated proteinuria with diffuse membranous glomerulonephritis,14,N00-N08
N06.20,"Isolated proteinuria with diffuse membranous glomerulonephritis, unspecified",14,N00-N08
N06.21,Primary membranous nephropathy with isolated proteinuria,14,N00-N08
N06.22,Secondary membranous nephropathy with isolated proteinuria,14,N00-N08
N06.29,Other isolated proteinuria with diffuse membranous glomerulonephritis,14,N00-N08
N06.3,Isolated proteinuria with diffuse mesangial proliferative glomerulonephritis,14,N00-N08
N06.4,Isolated proteinuria with diffuse endocapillary proliferative glomerulonephritis,14,N00-N08
N06.5,Isolated proteinuria with diffuse mesangiocapillary glomerulonephritis,14,N00-N08
N06.6,Isolated proteinuria with dense deposit disease,14,N00-N08
N06.7,Isolated proteinuria with diffuse crescentic glomerulonephritis,14,N00-N08
N06.8,Isolated proteinuria with other morphologic lesion,14,N00-N08
N06.9,Isolated proteinuria with unspecified morphologic lesion,14,N00-N08
N06.A,Isolated proteinuria with C3 glomerulonephritis,14,N00-N08
N07,"Hereditary nephropathy, not elsewhere classified",14,N00-N08
N07.0,"Hereditary nephropathy, not elsewhere classified with minor glomerular abnormality",14,N00-N08
N07.1,"Hereditary nephropathy, not elsewhere classified with focal and segmental glomerular lesions",14,N00-N08
N07.2,"Hereditary nephropathy, not elsewhere classified with diffuse membranous glomerulonephritis",14,N00-N08
N07.3,"Hereditary nephropathy, not elsewhere classified with diffuse mesangial proliferative glomerulonephritis",14,N00-N08
N07.4,"Hereditary nephropathy, not elsewhere classified with diffuse endocapillary proliferative glomerulonephritis",14,N00-N08
N07.5,"Hereditary nephropathy, not elsewhere classified with diffuse mesangiocapillary glomerulonephritis",14,N00-N08
N07.6,"Hereditary nephropathy, not elsewhere classified with dense deposit disease",14,N00-N08
N07.7,"Hereditary nephropathy, not elsewhere classified with diffuse crescentic glomerulonephritis",14,N00-N08
N07.8,"Hereditary nephropathy, not elsewhere classified with other morphologic lesions",14,N00-N08
N07.9,"Hereditary nephropathy, not elsewhere classified with unspecified morphologic lesions",14,N00-N08
N07.A,"Hereditary nephropathy, not elsewhere classified with C3 glomerulonephritis",14,N00-N08
N08,Glomerular disorders in diseases classified elsewhere,14,N00-N08
N10,Acute pyelonephritis,14,N10-N16
N11,Chronic tubulo-interstitial nephritis,14,N10-N16
N11.0,Nonobstructive reflux-associated chronic pyelonephritis,14,N10-N16
N11.1,Chronic obstructive pyelonephritis,14,N10-N16
N11.8,Other chronic tubulo-interstitial nephritis,14,N10-N16
N11.9,"Chronic tubulo-interstitial nephritis, unspecified",14,N10-N16
N12,"Tubulo-interstitial nephritis, not specified as acute or chronic",14,N10-N16
N13,Obstructive and reflux uropathy,14,N10-N16
N13.0,Hydronephrosis with ureteropelvic junction obstruction,14,N10-N16
N13.1,"Hydronephrosis with ureteral stricture, not elsewhere classified",14,N10-N16
N13.2,Hydronephrosis with renal and ureteral calculous obstruction,14,N10-N16
N13.3,Other and unspecified hydronephrosis,14,N10-N16
N13.30,Unspecified hydronephrosis,14,N10-N16
N13.39,Other hydronephrosis,14,N10-N16
N13.4,Hydroureter,14,N10-N16
N13.5,Crossing vessel and stricture of ureter without hydronephrosis,14,N10-N16
N13.6,Pyonephrosis,14,N10-N16
N13.7,Vesicoureteral-reflux,14,N10-N16
N13.70,"Vesicoureteral-reflux, unspecified",14,N10-N16
N13.71,Vesicoureteral-reflux without reflux nephropathy,14,N10-N16
N13.72,Vesicoureteral-reflux with reflux nephropathy without hydroureter,14,N10-N16
N13.721,"Vesicoureteral-reflux with reflux nephropathy without hydroureter, unilateral",14,N10-N16
N13.722,"Vesicoureteral-reflux with reflux nephropathy without hydroureter, bilateral",14,N10-N16
N13.729,"Vesicoureteral-reflux with reflux nephropathy without hydroureter, unspecified",14,N10-N16
N13.73,Vesicoureteral-reflux with reflux nephropathy with hydroureter,14,N10-N16
N13.731,"Vesicoureteral-reflux with reflux nephropathy with hydroureter, unilateral",14,N10-N16
N13.732,"Vesicoureteral-reflux with reflux nephropathy with hydroureter, bilateral",14,N10-N16
N13.739,"Vesicoureteral-reflux with reflux nephropathy with hydroureter, unspecified",14,N10-N16
N13.8,Other obstructive and reflux uropathy,14,N10-N16
N13.9,"Obstructive and reflux uropathy, unspecified",14,N10-N16
N14,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions,14,N10-N16
N14.0,Analgesic nephropathy,14,N10-N16
N14.1,"Nephropathy induced by other drugs, medicaments and biological substances",14,N10-N16
N14.11,Contrast-induced nephropathy,14,N10-N16
N14.19,"Nephropathy induced by other drugs, medicaments and biological substances",14,N10-N16
N14.2,"Nephropathy induced by unspecified drug, medicament or biological substance",14,N10-N16
N14.3,Nephropathy induced by heavy metals,14,N10-N16
N14.4,"Toxic nephropathy, not elsewhere classified",14,N10-N16
N15,Other renal tubulo-interstitial diseases,14,N10-N16
N15.0,Balkan nephropathy,14,N10-N16
N15.1,Renal and perinephric abscess,14,N10-N16
N15.8,Other specified renal tubulo-interstitial diseases,14,N10-N16
N15.9,"Renal tubulo-interstitial disease, unspecified",14,N10-N16
N16,Renal tubulo-interstitial disorders in diseases classified elsewhere,14,N10-N16
N17,Acute kidney failure,14,N17-N19
N17.0,Acute kidney failure with tubular necrosis,14,N17-N19
N17.1,Acute kidney failure with acute cortical necrosis,14,N17-N19
N17.2,Acute kidney failure with medullary necrosis,14,N17-N19
N17.8,Other acute kidney failure,14,N17-N19
N17.9,"Acute kidney failure, unspecified",14,N17-N19
N18,Chronic kidney disease (CKD),14,N17-N19
N18.1,"Chronic kidney disease, stage 1",14,N17-N19
N18.2,"Chronic kidney disease, stage 2 (mild)",14,N17-N19
N18.3,"Chronic kidney disease, stage 3 (moderate)",14,N17-N19
N18.30,"Chronic kidney disease, stage 3 unspecified",14,N17-N19
N18.31,"Chronic kidney disease, stage 3a",14,N17-N19
N18.32,"Chronic kidney disease, stage 3b",14,N17-N19
